default,loan_amnt,int_rate,grade,purpose,loan_percent_income,person_age,annual_inc,home_ownership,emp_length,prior_default,credit_history
0,2400,7.74,A,VENTURE,0.06,27,42162,OTHER,11.0,0,8
0,3000,12.53,B,DEBTCONSOLIDATION,0.05,37,64680,RENT,10.0,0,14
0,10000,10.99,B,EDUCATION,0.13,23,80000,MORTGAGE,7.0,0,2
0,14800,19.42,E,VENTURE,0.19,25,76700,MORTGAGE,1.0,1,4
0,2500,9.62,B,EDUCATION,0.04,29,64992,MORTGAGE,4.0,0,6
1,10000,16.89,D,MEDICAL,0.23,38,43000,RENT,22.0,1,12
1,12000,10.2,B,DEBTCONSOLIDATION,0.17,24,69000,RENT,2.0,0,4
0,11100,13.11,C,DEBTCONSOLIDATION,0.25,25,45000,RENT,2.0,0,2
0,5000,6.76,A,PERSONAL,0.06,25,83004,MORTGAGE,9.0,0,4
0,3000,9.88,B,DEBTCONSOLIDATION,0.05,23,58500,RENT,2.0,0,2
0,10000,14.91,D,HOMEIMPROVEMENT,0.19,24,53000,MORTGAGE,8.0,0,4
0,21000,7.51,A,DEBTCONSOLIDATION,0.43,22,49200,MORTGAGE,4.0,0,4
0,7500,7.51,A,PERSONAL,0.14,23,55000,MORTGAGE,3.0,0,2
1,21000,10.37,B,PERSONAL,0.32,31,66000,RENT,3.0,0,10
0,3500,14.35,C,PERSONAL,0.07,42,48000,OWN,0.0,0,12
0,14400,13.48,C,EDUCATION,0.13,22,108600,MORTGAGE,6.0,0,3
0,22000,7.49,A,MEDICAL,0.18,22,120000,MORTGAGE,3.0,0,3
0,14275,9.91,B,EDUCATION,0.18,21,78000,RENT,1.0,0,4
0,8000,5.79,A,HOMEIMPROVEMENT,0.2,25,40800,MORTGAGE,4.0,0,2
0,4000,7.88,A,HOMEIMPROVEMENT,0.07,29,60000,RENT,0.0,0,6
1,8000,14.96,D,PERSONAL,0.16,22,48996,RENT,0.0,1,2
0,18000,5.79,A,DEBTCONSOLIDATION,0.23,25,80000,MORTGAGE,5.0,0,2
1,9250,12.87,C,EDUCATION,0.42,33,21996,RENT,0.0,0,9
0,10000,10.99,B,MEDICAL,0.25,23,39996,RENT,8.0,0,2
0,1200,9.91,B,VENTURE,0.04,26,34000,RENT,0.0,0,3
0,3900,11.71,B,PERSONAL,0.05,22,84000,MORTGAGE,6.0,0,4
0,15000,8.94,A,EDUCATION,0.65,21,23040,OWN,0.0,0,2
1,4750,13.85,C,PERSONAL,0.3,25,15600,RENT,1.0,0,4
0,6000,10.99,B,HOMEIMPROVEMENT,0.1,28,59700,MORTGAGE,12.0,0,5
0,10000,18.64,E,HOMEIMPROVEMENT,0.11,24,94000,RENT,8.0,0,2
0,4000,10.99,B,VENTURE,0.11,22,36000,RENT,6.0,0,4
0,4000,11.49,B,DEBTCONSOLIDATION,0.12,23,34500,RENT,3.0,0,4
0,6000,10.99,B,PERSONAL,0.12,47,52000,RENT,3.0,0,16
0,8000,10.99,A,DEBTCONSOLIDATION,0.11,26,70000,MORTGAGE,0.0,0,2
1,13800,13.47,C,VENTURE,0.42,33,33036,RENT,4.0,1,5
0,5000,11.49,B,HOMEIMPROVEMENT,0.1,48,50000,RENT,1.0,0,12
0,2000,6.92,A,VENTURE,0.05,31,42300,OWN,15.0,0,9
0,4000,7.68,A,MEDICAL,0.1,23,41004,RENT,1.0,0,4
0,5000,7.74,A,HOMEIMPROVEMENT,0.1,32,49200,MORTGAGE,5.0,0,10
0,5600,13.49,C,MEDICAL,0.19,27,30000,RENT,0.0,0,10
1,8000,16.0,D,DEBTCONSOLIDATION,0.1,25,78000,MORTGAGE,9.0,0,2
1,4000,17.19,E,HOMEIMPROVEMENT,0.13,25,31200,OWN,4.0,1,4
0,5000,12.99,C,VENTURE,0.07,22,71400,RENT,3.0,1,4
0,10000,10.99,A,EDUCATION,0.14,23,70000,RENT,4.0,0,3
1,1000,13.99,C,DEBTCONSOLIDATION,0.02,55,54000,RENT,4.0,0,27
0,6800,12.99,C,EDUCATION,0.08,26,87360,RENT,1.0,0,3
0,6000,8.49,A,HOMEIMPROVEMENT,0.09,47,70000,RENT,3.0,0,12
0,20000,10.99,A,VENTURE,0.11,29,180000,MORTGAGE,2.0,0,6
0,4800,13.61,C,EDUCATION,0.15,22,32000,RENT,1.0,0,4
0,8000,14.09,D,HOMEIMPROVEMENT,0.08,31,96000,MORTGAGE,15.0,1,9
0,5000,10.38,B,VENTURE,0.1,24,48200,RENT,3.0,0,3
1,6000,15.33,D,MEDICAL,0.08,39,60520,RENT,6.0,1,15
1,18250,10.25,B,MEDICAL,0.43,23,42504,RENT,0.0,0,3
0,4500,6.92,A,MEDICAL,0.07,25,65004,MORTGAGE,9.0,0,2
0,27575,10.99,B,HOMEIMPROVEMENT,0.51,27,54000,MORTGAGE,1.0,0,10
0,9000,10.38,B,PERSONAL,0.29,24,31200,RENT,7.0,0,4
0,7200,6.99,A,EDUCATION,0.21,35,34200,RENT,3.0,0,6
0,12500,11.49,B,EDUCATION,0.21,25,60000,MORTGAGE,2.0,0,4
0,7500,13.24,D,HOMEIMPROVEMENT,0.05,29,138000,MORTGAGE,3.0,1,8
1,2500,12.84,C,MEDICAL,0.09,25,29000,RENT,2.0,1,4
0,2400,11.86,B,EDUCATION,0.05,22,49032,MORTGAGE,6.0,0,2
0,6375,7.51,A,DEBTCONSOLIDATION,0.14,38,45000,MORTGAGE,6.0,0,16
0,12500,14.26,C,VENTURE,0.38,22,33000,MORTGAGE,4.0,1,4
0,15000,7.88,A,PERSONAL,0.2,31,76000,RENT,2.0,0,7
1,25000,14.96,D,DEBTCONSOLIDATION,0.32,24,79000,RENT,9.0,1,4
0,16750,10.99,C,EDUCATION,0.35,25,48000,MORTGAGE,5.0,1,4
0,4200,6.76,A,MEDICAL,0.11,24,38400,RENT,8.0,0,4
0,3500,11.58,B,PERSONAL,0.1,25,35000,RENT,6.0,0,3
0,10000,10.99,C,PERSONAL,0.2,38,50000,RENT,5.0,0,13
1,2750,14.84,D,HOMEIMPROVEMENT,0.16,29,16800,RENT,9.0,1,10
0,9000,8.94,A,MEDICAL,0.24,27,37000,RENT,6.0,0,7
0,14000,6.17,A,DEBTCONSOLIDATION,0.14,23,100000,MORTGAGE,2.0,0,4
0,8000,11.36,B,DEBTCONSOLIDATION,0.21,22,38004,RENT,2.0,0,3
0,4500,5.79,A,VENTURE,0.19,26,24000,RENT,5.0,0,3
0,12500,11.89,B,EDUCATION,0.17,27,72000,MORTGAGE,11.0,0,8
0,25000,11.83,B,EDUCATION,0.29,22,86000,MORTGAGE,6.0,0,4
1,8000,10.99,D,MEDICAL,0.15,36,53126,RENT,1.0,0,11
0,8000,10.99,C,HOMEIMPROVEMENT,0.09,34,93100,RENT,2.0,0,9
0,15000,14.72,C,MEDICAL,0.28,30,54000,MORTGAGE,12.0,1,9
0,16700,7.51,A,VENTURE,0.43,32,39000,MORTGAGE,4.0,0,8
1,12000,11.36,B,EDUCATION,0.36,36,33600,RENT,3.0,0,13
0,4800,10.74,B,DEBTCONSOLIDATION,0.1,25,48000,MORTGAGE,3.0,0,4
1,12000,6.62,A,EDUCATION,0.22,30,54000,RENT,1.0,0,6
0,12000,10.38,B,MEDICAL,0.16,26,75000,RENT,0.0,0,3
1,6000,15.21,D,PERSONAL,0.09,26,63400,RENT,2.0,1,2
0,10000,7.29,A,VENTURE,0.29,23,35000,RENT,2.0,0,4
0,30000,13.49,C,EDUCATION,0.22,26,134000,MORTGAGE,2.0,1,3
1,5000,8.94,A,MEDICAL,0.07,28,64600,MORTGAGE,12.0,0,9
0,16000,6.91,A,PERSONAL,0.2,27,80000,MORTGAGE,11.0,0,5
1,10000,13.79,C,MEDICAL,0.31,23,32004,RENT,3.0,1,3
0,12000,5.99,A,VENTURE,0.1,22,115000,MORTGAGE,6.0,0,4
0,8000,6.17,A,PERSONAL,0.13,32,63000,MORTGAGE,6.0,0,8
0,20000,10.38,B,VENTURE,0.24,29,85000,MORTGAGE,9.0,0,9
0,14400,9.91,B,VENTURE,0.25,33,58000,RENT,0.0,0,5
1,7000,9.99,B,DEBTCONSOLIDATION,0.15,26,46000,MORTGAGE,8.0,0,4
0,1800,13.35,C,DEBTCONSOLIDATION,0.04,21,48000,RENT,1.0,1,2
1,12000,10.99,B,DEBTCONSOLIDATION,0.23,28,51200,RENT,12.0,0,7
1,12000,11.36,B,DEBTCONSOLIDATION,0.46,28,26000,MORTGAGE,7.0,0,7
0,10000,9.99,B,HOMEIMPROVEMENT,0.21,33,48000,OWN,11.0,0,8
0,6000,11.11,B,MEDICAL,0.1,25,59366,RENT,4.0,0,2
1,11200,14.79,C,PERSONAL,0.14,25,79200,MORTGAGE,1.0,1,3
0,7100,9.25,B,EDUCATION,0.09,23,75000,MORTGAGE,7.0,0,2
0,14000,12.61,C,MEDICAL,0.24,25,58000,RENT,5.0,1,3
0,4750,10.99,A,DEBTCONSOLIDATION,0.12,22,40000,MORTGAGE,6.0,0,3
1,4000,14.27,C,MEDICAL,0.13,26,30000,RENT,3.0,1,2
0,6750,10.99,B,MEDICAL,0.11,22,60000,MORTGAGE,1.0,0,4
0,3600,5.99,A,PERSONAL,0.12,23,30000,RENT,3.0,0,2
0,7500,7.9,A,HOMEIMPROVEMENT,0.17,30,45000,MORTGAGE,6.0,0,5
0,1275,11.36,B,EDUCATION,0.03,24,45000,MORTGAGE,3.0,0,4
0,10000,10.99,B,MEDICAL,0.29,24,35000,RENT,1.0,0,2
0,9600,11.48,B,VENTURE,0.16,29,58327,RENT,4.0,0,5
0,11000,14.61,D,PERSONAL,0.24,26,45000,RENT,10.0,0,2
0,18000,12.42,B,VENTURE,0.24,29,75000,OWN,1.0,0,9
0,6000,6.91,A,VENTURE,0.04,30,144000,MORTGAGE,2.0,0,6
0,21500,15.33,D,EDUCATION,0.19,24,116000,RENT,5.0,1,3
0,16000,10.38,B,PERSONAL,0.32,30,50000,MORTGAGE,1.0,0,7
0,9250,10.99,A,VENTURE,0.14,30,67000,RENT,2.0,0,7
0,10000,7.51,A,VENTURE,0.17,32,60000,RENT,4.0,0,9
0,5000,10.99,B,PERSONAL,0.1,29,52100,RENT,13.0,0,9
0,13000,10.62,B,HOMEIMPROVEMENT,0.29,24,45000,MORTGAGE,2.0,0,2
0,15000,8.49,A,MEDICAL,0.22,21,69000,RENT,3.0,0,2
0,15000,9.63,B,DEBTCONSOLIDATION,0.25,36,60996,MORTGAGE,8.0,0,14
0,4800,11.89,B,EDUCATION,0.12,22,41300,RENT,6.0,0,3
1,20000,14.96,D,MEDICAL,0.42,23,48000,RENT,0.0,0,3
0,13000,8.9,A,PERSONAL,0.23,25,57000,MORTGAGE,5.0,0,2
0,5000,9.91,B,VENTURE,0.09,25,55000,MORTGAGE,9.0,0,4
0,6000,10.25,B,VENTURE,0.09,42,66500,RENT,8.0,0,15
1,12000,14.22,C,DEBTCONSOLIDATION,0.43,30,28000,RENT,5.0,0,8
1,23000,6.17,A,EDUCATION,0.27,27,86000,MORTGAGE,12.0,0,7
0,2000,12.53,B,PERSONAL,0.1,27,20400,RENT,3.0,0,6
0,8000,9.63,A,EDUCATION,0.18,37,45000,RENT,0.0,0,17
0,10000,15.65,D,HOMEIMPROVEMENT,0.15,24,65000,RENT,5.0,1,4
0,12800,6.92,A,VENTURE,0.17,26,76800,MORTGAGE,2.0,0,3
0,6000,5.42,A,EDUCATION,0.17,33,35000,MORTGAGE,2.0,0,10
0,7500,11.03,C,EDUCATION,0.1,35,77268,MORTGAGE,11.0,0,7
0,10500,6.92,A,VENTURE,0.12,24,85000,RENT,1.0,0,3
1,3000,5.42,A,PERSONAL,0.17,47,18000,MORTGAGE,4.0,0,12
0,18000,8.9,A,HOMEIMPROVEMENT,0.24,31,75000,RENT,4.0,0,6
0,9000,11.49,B,PERSONAL,0.13,23,69000,RENT,7.0,0,2
1,7000,10.99,C,EDUCATION,0.36,48,19200,OWN,1.0,1,12
0,12000,13.49,C,PERSONAL,0.16,22,75000,RENT,6.0,0,2
1,6500,7.66,A,PERSONAL,0.31,33,21000,RENT,0.0,0,6
1,13750,11.36,B,PERSONAL,0.33,29,42000,RENT,0.0,0,8
0,18000,12.53,C,VENTURE,0.25,22,72204,OTHER,6.0,0,3
0,14000,14.27,C,EDUCATION,0.17,34,80000,RENT,6.0,1,7
0,16000,11.78,C,MEDICAL,0.14,25,111996,MORTGAGE,2.0,1,4
0,6000,5.99,A,HOMEIMPROVEMENT,0.06,24,100860,MORTGAGE,8.0,0,4
0,4500,10.99,B,MEDICAL,0.05,28,95000,MORTGAGE,0.0,0,7
0,13500,7.29,A,VENTURE,0.18,35,74984,RENT,2.0,0,9
0,3000,6.03,A,EDUCATION,0.04,23,85000,MORTGAGE,4.0,0,3
0,5000,9.99,B,VENTURE,0.04,27,140000,RENT,0.0,0,8
0,1300,7.68,A,VENTURE,0.03,27,51000,RENT,3.0,0,7
0,3600,15.99,D,EDUCATION,0.05,21,65592,MORTGAGE,5.0,1,3
0,4975,10.59,B,EDUCATION,0.06,30,80000,MORTGAGE,1.0,0,9
0,5000,10.37,B,EDUCATION,0.12,28,42000,MORTGAGE,6.0,0,5
0,4000,7.14,A,PERSONAL,0.13,25,30000,MORTGAGE,6.0,0,2
0,6500,12.87,C,VENTURE,0.14,27,46800,MORTGAGE,3.0,0,6
0,8000,7.88,A,DEBTCONSOLIDATION,0.07,27,122000,MORTGAGE,1.0,0,6
0,12000,10.99,B,VENTURE,0.1,26,115000,RENT,3.0,0,3
0,12000,13.57,C,DEBTCONSOLIDATION,0.29,33,42000,RENT,3.0,0,7
0,3500,13.61,C,HOMEIMPROVEMENT,0.16,41,21600,OWN,1.0,0,12
0,2400,5.42,A,MEDICAL,0.09,27,27840,MORTGAGE,2.0,0,7
0,8000,12.73,C,MEDICAL,0.16,23,50004,RENT,5.0,0,4
0,8000,17.58,D,EDUCATION,0.16,24,48661,MORTGAGE,7.0,0,2
0,12500,7.49,A,PERSONAL,0.15,28,85000,MORTGAGE,8.0,0,7
0,2800,13.61,C,MEDICAL,0.06,26,50000,RENT,1.0,1,3
0,2375,11.11,B,MEDICAL,0.15,40,15864,RENT,4.0,0,12
0,10000,7.51,A,VENTURE,0.1,28,103000,MORTGAGE,4.0,0,10
0,12000,10.99,B,PERSONAL,0.13,36,95000,RENT,2.0,0,11
1,25000,10.38,B,DEBTCONSOLIDATION,0.33,34,75000,RENT,9.0,0,8
1,8000,10.99,F,DEBTCONSOLIDATION,0.25,28,32376,RENT,2.0,1,7
0,15000,10.37,B,VENTURE,0.27,46,55000,MORTGAGE,3.0,0,11
0,5000,10.99,B,MEDICAL,0.05,30,110000,MORTGAGE,12.0,0,10
0,15000,15.21,D,VENTURE,0.24,27,61584,RENT,3.0,0,6
1,7700,16.77,D,PERSONAL,0.26,23,29772,RENT,3.0,1,4
1,12000,14.59,D,HOMEIMPROVEMENT,0.1,34,121000,MORTGAGE,8.0,1,8
0,9000,11.11,B,VENTURE,0.1,25,89796,MORTGAGE,2.0,0,4
1,15000,10.62,B,PERSONAL,0.25,23,60000,RENT,7.0,0,3
0,4000,13.79,C,PERSONAL,0.2,26,20000,RENT,0.0,1,4
0,2075,7.88,A,EDUCATION,0.1,28,20400,MORTGAGE,4.0,0,8
0,25000,11.36,B,MEDICAL,0.24,25,105897,MORTGAGE,9.0,0,3
1,20000,10.99,E,MEDICAL,0.19,28,89250,RENT,0.0,0,8
0,10000,12.18,B,PERSONAL,0.14,34,69204,RENT,4.0,0,6
1,8000,12.84,C,DEBTCONSOLIDATION,0.2,27,41000,RENT,4.0,1,10
1,2100,12.29,C,PERSONAL,0.04,28,51043,MORTGAGE,12.0,0,8
0,4800,10.99,D,DEBTCONSOLIDATION,0.08,40,62000,OWN,5.0,0,16
0,3375,13.49,C,VENTURE,0.1,21,33000,RENT,5.0,1,3
0,10000,12.68,C,MEDICAL,0.07,26,134400,MORTGAGE,3.0,0,3
0,2500,6.99,A,PERSONAL,0.15,28,16560,RENT,4.0,0,10
1,12000,9.91,B,PERSONAL,0.34,27,35000,RENT,8.0,0,8
0,11500,7.14,A,PERSONAL,0.21,33,56000,MORTGAGE,2.0,0,10
0,25000,10.99,C,PERSONAL,0.23,26,110000,RENT,3.0,1,2
0,6500,11.11,B,HOMEIMPROVEMENT,0.08,28,80000,MORTGAGE,0.0,0,7
1,9000,12.49,D,EDUCATION,0.27,27,33000,MORTGAGE,8.0,1,8
0,17000,16.07,D,VENTURE,0.28,33,60000,MORTGAGE,1.0,1,5
0,7500,13.92,C,DEBTCONSOLIDATION,0.06,26,126000,MORTGAGE,4.0,0,2
0,5600,10.99,C,PERSONAL,0.06,26,93000,MORTGAGE,4.0,1,4
1,9950,12.99,C,DEBTCONSOLIDATION,0.32,33,30784,RENT,7.0,0,8
0,2400,18.39,E,PERSONAL,0.06,36,38568,RENT,7.0,1,12
1,4800,15.99,D,DEBTCONSOLIDATION,0.1,28,49000,RENT,6.0,0,5
0,5000,10.99,A,EDUCATION,0.11,24,45000,MORTGAGE,5.0,0,4
0,10000,10.99,C,PERSONAL,0.23,21,43000,RENT,3.0,0,4
0,5000,10.39,B,HOMEIMPROVEMENT,0.09,24,54996,RENT,0.0,0,2
0,10000,10.65,B,DEBTCONSOLIDATION,0.21,23,48000,MORTGAGE,7.0,0,4
0,10400,7.66,A,PERSONAL,0.29,43,36000,RENT,4.0,0,14
0,1000,15.27,C,DEBTCONSOLIDATION,0.02,22,53000,MORTGAGE,6.0,1,4
1,5000,10.39,B,PERSONAL,0.08,30,63600,RENT,7.0,0,8
0,5400,10.99,C,MEDICAL,0.25,23,21600,RENT,0.0,1,4
0,17000,12.42,B,PERSONAL,0.28,25,60500,OWN,6.0,0,2
0,2900,9.91,B,MEDICAL,0.09,26,31200,RENT,0.0,0,2
0,30000,10.99,B,DEBTCONSOLIDATION,0.17,26,175000,MORTGAGE,7.0,0,2
1,9975,11.48,B,EDUCATION,0.18,22,54000,RENT,6.0,0,4
1,14000,10.14,B,DEBTCONSOLIDATION,0.2,30,69000,MORTGAGE,0.0,0,10
0,5100,11.86,B,DEBTCONSOLIDATION,0.11,29,47133,RENT,5.0,0,7
0,5000,13.57,C,EDUCATION,0.14,23,35520,RENT,3.0,0,3
1,12000,16.77,D,DEBTCONSOLIDATION,0.32,27,38004,MORTGAGE,0.0,0,6
0,12000,5.79,A,PERSONAL,0.18,22,66000,MORTGAGE,6.0,0,3
0,8000,11.99,B,PERSONAL,0.11,29,75000,MORTGAGE,9.0,0,8
0,7700,10.74,B,EDUCATION,0.08,24,100000,MORTGAGE,2.0,0,2
1,13650,18.79,E,MEDICAL,0.3,25,45000,RENT,3.0,0,2
1,5000,9.91,B,DEBTCONSOLIDATION,0.16,23,31516,RENT,4.0,0,4
0,7000,9.88,B,HOMEIMPROVEMENT,0.04,29,190000,RENT,1.0,0,9
0,1600,13.85,C,MEDICAL,0.03,24,62000,RENT,1.0,1,4
1,12000,13.48,C,HOMEIMPROVEMENT,0.22,22,54000,MORTGAGE,6.0,0,2
0,1600,8.88,B,EDUCATION,0.07,33,24000,RENT,3.0,0,6
0,8000,14.79,C,MEDICAL,0.23,27,35000,RENT,3.0,1,9
1,15000,13.98,C,MEDICAL,0.31,36,48000,RENT,8.0,0,15
0,10000,5.79,A,DEBTCONSOLIDATION,0.13,25,79000,MORTGAGE,9.0,0,2
0,16000,8.49,A,MEDICAL,0.25,22,65000,RENT,6.0,0,4
1,21000,12.42,B,EDUCATION,0.23,29,93000,RENT,13.0,0,10
0,13000,10.99,B,HOMEIMPROVEMENT,0.26,26,50000,RENT,0.0,0,3
0,12000,10.99,E,EDUCATION,0.22,22,55555,RENT,7.0,0,4
0,4000,14.26,C,MEDICAL,0.11,23,38000,RENT,3.0,0,4
0,6000,6.54,A,MEDICAL,0.22,22,27000,OWN,3.0,0,4
0,6000,12.18,B,MEDICAL,0.1,25,58000,RENT,3.0,0,4
1,4750,12.73,C,EDUCATION,0.34,21,13806,RENT,6.0,1,2
0,3000,11.12,B,PERSONAL,0.02,25,129600,MORTGAGE,0.0,0,3
0,2000,15.27,C,DEBTCONSOLIDATION,0.05,27,41000,RENT,2.0,1,7
0,5225,7.49,A,VENTURE,0.04,24,135000,MORTGAGE,8.0,0,3
0,4800,7.14,A,MEDICAL,0.14,28,33763,RENT,5.0,0,5
1,15000,11.48,B,DEBTCONSOLIDATION,0.33,34,45600,RENT,6.0,0,9
0,4200,13.23,C,EDUCATION,0.08,32,52000,RENT,3.0,1,10
0,11000,7.66,A,MEDICAL,0.23,41,48000,RENT,0.0,0,15
1,6000,16.45,E,HOMEIMPROVEMENT,0.11,23,54000,RENT,6.0,0,2
0,5000,11.71,B,EDUCATION,0.03,24,170000,MORTGAGE,8.0,0,3
0,7500,11.71,B,VENTURE,0.15,24,50000,MORTGAGE,7.0,0,4
0,10000,10.39,B,PERSONAL,0.15,37,65379,MORTGAGE,5.0,0,13
0,6000,12.69,B,MEDICAL,0.05,31,118000,MORTGAGE,8.0,0,9
1,4000,12.87,C,EDUCATION,0.22,24,18000,RENT,2.0,1,4
1,8875,10.65,B,EDUCATION,0.37,28,24000,RENT,8.0,0,7
0,8000,10.99,A,MEDICAL,0.09,27,93000,RENT,1.0,0,7
0,20000,12.21,B,DEBTCONSOLIDATION,0.24,35,85000,MORTGAGE,0.0,0,9
0,7000,11.86,B,PERSONAL,0.29,21,24000,OWN,2.0,0,3
1,2800,11.49,B,MEDICAL,0.12,23,24000,RENT,2.0,0,4
0,10000,9.88,B,PERSONAL,0.25,24,40000,MORTGAGE,8.0,0,2
0,12000,10.75,B,EDUCATION,0.09,35,130000,RENT,17.0,0,6
0,12000,16.29,D,PERSONAL,0.17,23,72000,MORTGAGE,5.0,0,2
1,4000,16.29,D,MEDICAL,0.23,35,17640,OWN,4.0,0,7
0,25000,9.62,B,DEBTCONSOLIDATION,0.36,24,70000,MORTGAGE,8.0,0,4
1,10000,14.11,D,DEBTCONSOLIDATION,0.26,24,39000,RENT,1.0,0,3
0,6000,7.9,A,PERSONAL,0.18,28,33000,RENT,2.0,0,6
0,8500,10.99,B,DEBTCONSOLIDATION,0.18,24,47000,MORTGAGE,1.0,0,3
0,7500,7.51,A,DEBTCONSOLIDATION,0.08,37,95000,RENT,0.0,0,16
0,10000,5.99,A,PERSONAL,0.12,22,85000,MORTGAGE,3.0,0,2
0,7000,7.9,A,PERSONAL,0.08,31,84000,MORTGAGE,0.0,0,6
1,21600,13.49,C,VENTURE,0.4,24,54000,RENT,5.0,0,2
0,3500,10.99,A,MEDICAL,0.1,22,36000,MORTGAGE,1.0,0,2
0,4000,10.99,A,PERSONAL,0.09,22,47004,RENT,2.0,0,3
1,19000,11.14,B,PERSONAL,0.35,23,54586,RENT,5.0,0,2
0,15000,11.36,B,DEBTCONSOLIDATION,0.29,32,51000,MORTGAGE,2.0,0,9
1,8000,5.99,A,HOMEIMPROVEMENT,0.25,35,32000,RENT,19.0,0,9
0,5000,10.99,D,PERSONAL,0.07,22,72000,RENT,6.0,0,3
0,5000,6.99,A,DEBTCONSOLIDATION,0.08,23,60000,RENT,6.0,0,3
1,1675,15.21,D,PERSONAL,0.06,23,28800,RENT,1.0,1,2
0,25000,12.87,C,PERSONAL,0.03,37,900000,MORTGAGE,5.0,1,13
0,5500,7.14,A,VENTURE,0.09,40,59484,MORTGAGE,13.0,0,11
0,2500,11.49,B,MEDICAL,0.03,24,80000,MORTGAGE,2.0,0,2
1,3000,13.06,C,VENTURE,0.1,34,30857,RENT,6.0,0,9
0,3000,10.14,B,EDUCATION,0.03,25,120000,OWN,3.0,0,3
0,25000,16.07,D,PERSONAL,0.19,25,135000,MORTGAGE,9.0,1,4
0,1000,13.49,C,VENTURE,0.01,35,76000,RENT,2.0,0,8
0,5000,12.99,C,HOMEIMPROVEMENT,0.07,24,73500,RENT,3.0,0,4
0,9000,15.33,D,EDUCATION,0.18,22,51000,RENT,4.0,0,4
0,12000,16.0,D,PERSONAL,0.43,40,28000,OWN,3.0,1,14
0,13600,7.9,A,PERSONAL,0.15,35,88000,RENT,2.0,0,6
0,12000,12.84,C,VENTURE,0.11,25,105000,MORTGAGE,3.0,1,2
0,3000,14.27,C,HOMEIMPROVEMENT,0.03,24,115154,RENT,8.0,0,2
0,4500,6.39,A,PERSONAL,0.05,25,85100,MORTGAGE,9.0,0,3
1,3000,10.25,B,HOMEIMPROVEMENT,0.33,28,9081,RENT,4.0,0,6
0,8000,9.63,B,PERSONAL,0.13,42,62000,RENT,2.0,0,11
1,4900,15.95,D,MEDICAL,0.07,24,56100,MORTGAGE,4.0,1,4
1,5075,11.48,B,PERSONAL,0.25,36,20000,RENT,0.0,0,11
0,12000,6.17,A,PERSONAL,0.2,28,60000,RENT,3.0,0,6
0,3500,12.61,C,EDUCATION,0.08,26,42500,RENT,2.0,1,4
0,7500,11.34,C,EDUCATION,0.08,22,97000,MORTGAGE,0.0,1,4
0,6000,13.98,C,PERSONAL,0.08,23,75000,RENT,4.0,1,2
0,3200,14.35,C,VENTURE,0.06,24,58000,RENT,2.0,0,2
0,6000,12.87,C,VENTURE,0.13,23,48000,OWN,8.0,1,3
0,3300,10.99,B,EDUCATION,0.07,22,45000,MORTGAGE,1.0,0,3
0,17000,12.21,B,EDUCATION,0.21,23,80000,MORTGAGE,7.0,0,2
0,6000,15.96,C,MEDICAL,0.21,36,28800,RENT,2.0,1,13
0,12000,7.88,A,MEDICAL,0.27,32,45000,RENT,9.0,0,6
0,28000,8.49,A,EDUCATION,0.22,32,130000,MORTGAGE,3.0,0,7
0,4900,7.74,A,EDUCATION,0.07,23,75000,MORTGAGE,3.0,0,4
1,10000,13.11,C,VENTURE,0.29,26,34000,RENT,5.0,1,3
0,1425,10.37,B,HOMEIMPROVEMENT,0.04,30,39750,MORTGAGE,3.0,0,5
0,12000,13.49,C,EDUCATION,0.21,26,57000,MORTGAGE,4.0,1,2
1,4800,10.65,B,DEBTCONSOLIDATION,0.16,23,30000,MORTGAGE,4.0,0,3
0,8000,10.99,A,MEDICAL,0.28,24,28800,RENT,5.0,0,2
0,4000,16.29,D,VENTURE,0.11,25,35000,RENT,4.0,1,2
0,15000,13.85,C,VENTURE,0.15,22,100000,MORTGAGE,0.0,0,3
0,10000,8.94,A,MEDICAL,0.01,35,762000,OWN,8.0,0,10
0,10000,12.69,B,EDUCATION,0.23,22,44000,MORTGAGE,4.0,0,2
0,5000,8.49,A,PERSONAL,0.05,26,105000,MORTGAGE,11.0,0,3
1,9000,6.91,A,HOMEIMPROVEMENT,0.3,29,30000,RENT,7.0,0,8
1,5000,15.23,C,DEBTCONSOLIDATION,0.08,28,59000,RENT,2.0,0,6
1,5000,16.0,E,HOMEIMPROVEMENT,0.12,30,41998,RENT,0.0,0,6
1,1500,14.42,D,PERSONAL,0.02,24,69764,RENT,2.0,1,4
1,12000,8.07,A,VENTURE,0.6,25,20000,RENT,1.0,0,4
0,4500,14.65,C,MEDICAL,0.15,27,30000,RENT,0.0,0,9
0,16800,14.65,C,MEDICAL,0.28,22,60000,RENT,2.0,1,4
0,4500,13.49,C,HOMEIMPROVEMENT,0.04,39,110000,RENT,5.0,0,11
0,4200,7.51,A,MEDICAL,0.1,21,40000,RENT,0.0,0,4
1,15000,13.43,C,MEDICAL,0.22,23,58650,RENT,7.0,1,4
0,12000,10.37,B,MEDICAL,0.19,28,63000,RENT,0.0,0,10
0,1000,11.49,B,EDUCATION,0.02,22,56000,RENT,6.0,0,2
0,6000,10.25,B,PERSONAL,0.12,23,48500,MORTGAGE,8.0,0,2
0,5000,10.99,A,HOMEIMPROVEMENT,0.09,29,55000,MORTGAGE,9.0,0,8
0,6400,13.61,C,EDUCATION,0.17,34,37000,RENT,2.0,0,9
